Unique-id,namea,OffTask,Avgright,Avgbug,Avgpchange,Avgtime,AvgtimeSDnormed,Avgtimelast3SDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev3Count-up,AvgPrev5Count-up,Avg recent5wrong,Avgmanywrong-up
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-60,stuZaqqbve,N,1,0,0,8.5,-0.472750263,-0.613211159,-1.682192726,0,0.5,0,10.2,0,0,0.5,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-63,stuZr7514u,N,1,0,0,49,-0.176276771,-1.991718845,-1.826723108,0,0,0,40,0,0,1,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-65,stuZ4lil98,N,1,0,0.75,4.25,-0.506544396,-1.538155915,-2.356275074,0,0,0,4.235227273,1.5,2.25,0.75,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-67,stuZm4l2iq,N,0,0,1,5.5,-0.448733097,-0.560570486,-0.424887858,1,3.5,0.75,9.717261905,2,2.5,2,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-68,stuZgy46jl,N,1,0,0,5,-0.240506329,-0.261101571,-1.435995788,0,0,0,7.25,0,0,1,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-69,stuZxoxmpe,N,1,0,0,14,-0.011094183,-0.589626176,-1.929508231,0,0.5,0,8.325757576,0,0,0,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-7,stuZbsj5kw,N,1,0,0,9,-0.056666667,-0.804198293,-2.066421188,0,0,0,15.16964286,0,0,0,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-71,stuZet5bzv,N,1,0,0,4.333333333,-0.665289606,-0.462081618,-0.991355054,0,1.666666667,0,6.97979798,0,0,1.333333333,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-72,stuZgkj7bs,N,0,0.5,0.5,8.5,-0.19763866,0.249468453,-0.742875001,1,1.5,1.5,11.30714286,0.5,0.5,1,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-74,stuZkagkh6,N,1,0,0,27,0.993415638,0.002948416,-0.528941804,0,0,0,25.66666667,0,0,0,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-76,stuZ4lwb76,N,1,0,0,43.5,1.819872698,1.190834637,1.535791785,0,5.5,0,13.95238095,0,0,0.5,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-77,stuZt7rs3h,N,0.5,0.5,0.5,30,1.182502135,4.358348279,4.823039288,0.5,9,1,46.20454545,0.5,0.5,1,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-78,stuZjsrh2j,N,1,0,0,5,0.014705882,3.210869831,2.305293926,0,0,0,4.818181818,0,0,0,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-79,stuZ77be0l,N,1,0,0,7,-0.151504847,4.460407402,6.116047316,0,2.666666667,0,6.861685824,0,0,0,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-8,stuZkagkh6,N,1,0,0,20,0.308144796,9.276876891,7.718540583,0,9,0,11,0,0,1,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-82,stuZaqqbve,N,0.333333333,0,1,6.333333333,-0.330072753,-0.744063325,0.444626696,0.666666667,4,3,8.41765873,2,2.333333333,1.333333333,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-83,stuZc8lpaw,N,0.5,0,1,8,-0.359259259,-1.75473685,-2.588710259,0.5,2,3.5,10.42857143,0.5,0.5,0.5,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-88,stuZ5qilc2,N,1,0,0,42,0.145491803,1.496458166,0.315952726,0,0,0,39.5,0,0,0,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-9,stuZxdul63,N,0.75,0,0.5,4.5,-0.389179117,-1.133172483,-1.909941904,0.25,0.75,0.25,6.375,0.5,0.5,3.75,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-91,stuZxoxmpe,N,1,0,0,5.666666667,-0.307377208,-0.858173304,-1.218202424,0,2.333333333,0,12.87575758,0,0,0,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-93,stuZet5bzv,N,0,0,1,6.666666667,-0.394761159,-0.28958258,0.975922619,1,10,3.333333333,13.3198628,3,4.666666667,2.666666667,0.666666667
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-94,stuZgkj7bs,N,0,0,0,16,0.020373307,1.842187778,1.071938433,1,5,12,5.933333333,0,0,1,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-95,stuZbsj5kw,N,0,0,1,13,-0.425417017,-0.565666996,0.467200013,1,5.5,9.5,18.5770751,1.5,1.5,1.5,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-96,stuZkagkh6,N,1,0,0,6,0,1.919803804,1.824485754,0,0,0,6.125,0,0,2,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-98,stuZ4lwb76,N,0.5,0.5,0,7,-0.552870117,-0.034973136,0.35679932,0.5,1.5,0.5,9.166666667,0,0,0,0
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-99,stuZt7rs3h,N,0,1,1,34,5.491026231,0.635926943,6.728568397,1,3,1,34,2,2,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-1,stuZlawq0v,Y,1,0,0,19,0.068264721,0,0,0,0,0,19,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-10,stuZbju6cm,N,1,0,0,23,1.027018122,0.651777553,-0.630225486,0,0,0,31,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-12,stuZz2vfqg,N,1,0,0,39,0,-0.66714614,-1.005973979,0,0,0,34.5,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-13,stuZzwgcq9,N,0,0,1,6,-0.648476733,1.827869905,1.454743749,1,2,3,11,1,1,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-14,stuZqof4gv,N,0.5,0,0.25,5.25,-0.177088761,-1.241725393,-2.285119225,0.5,0.75,0,4.625,0.25,0.25,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-15,stuZx59mub,N,0,0,0,11,0.084648494,-1.758734406,-1.358385514,1,1,1,11,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-16,stuZw5vc19,N,0.666666667,0,0,8,-0.221713612,0.17283276,0.352962539,0.333333333,0.333333333,0,9.444444444,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-19,stuZnhvc86,N,0,0,1,3,-0.660758829,0.646842589,-0.674675069,1,7,5,8.666666667,3,5,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-20,stuZdzt2zw,N,0.8,0.2,0,5,-0.414624071,-1.181938185,-1.6770142,0.2,1,0.4,6.65,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-23,stuZ75arc5,N,0.666666667,0,0.333333333,3.666666667,-0.526169452,2.125380284,3.314883911,0.333333333,1,0.666666667,4.687301587,0.333333333,0.333333333,1.333333333,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-26,stuZp2z1xx,N,0,0.25,1,5.5,-0.412482066,-1.440817791,-2.197991392,1,13.5,7,6.365277778,3,5,5,1
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-28,stuZ4yabys,N,0.666666667,0.333333333,0.333333333,7.666666667,-0.112892941,0.475237952,0.38727074,0.333333333,0.666666667,0.333333333,4.927777778,0.333333333,0.333333333,0.666666667,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-29,stuZchrz7k,N,0,1,0,18,2.523699954,-1.538468243,2.499626995,1,1,1,18,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-3,stuZchrz7k,N,0,0,0,17,0.572592238,0.562950266,1.437346737,1,1,1,17,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-30,stuZf5hc3l,N,1,0,0,22,0.339859138,0.91780991,-0.18830422,0,0,0,18.33333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-32,stuZu7hfhw,N,0.75,0.25,0.25,3.75,-0.558918127,-0.864677106,-1.074512088,0.25,0.75,0.25,9.341666667,0.25,0.25,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-34,stuZe5mjun,N,1,0,0.666666667,5.666666667,-0.172581354,0.25414588,-0.079561826,0,0.333333333,0,2.888888889,0.333333333,0.333333333,1.666666667,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-35,stuZy5vvzo,N,1,0,0,6.8,-0.321387588,-0.861207173,-0.866144903,0,0.2,0,6.553333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-36,stuZbju6cm,N,1,0,0,6,-0.346687668,-1.533581022,-0.09864108,0,0,0,8.25,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-38,stuZz2vfqg,N,0,0,1,2,-0.786419753,1.656512919,1.792408417,1,2,3,15.11111111,1,1,4,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-39,stuZzwgcq9,N,1,0,0,4.5,-0.242663011,-1.411582891,-2.113074928,0,1,0,4.616666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-4,stuZf5hc3l,N,0.833333333,0,0,26.33333333,0.959073238,0.015760833,0.700434369,0.166666667,0.166666667,0,21.27777778,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-41,stuZx59mub,N,1,0,0,10.66666667,-0.56846789,-1.026156306,-1.159704817,0,0,0,10.33333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-42,stuZw5vc19,N,0.5,0.5,0.5,12.5,0.084837307,-1.908142627,-3.333857978,0.5,1,0.5,11.25,0.5,0.5,2.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-45,stuZnhvc86,N,1,0,0,3.6,-0.627523114,-1.849712611,-3.111907431,0,4.8,0,3.193939394,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-50,stuZvj7632,N,1,0,1,14,0.68707483,2.92631152,3.194018657,0,0,0,12.45,0,1,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-52,stuZp2z1xx,N,1,0,0,21,0.506323594,-1.161051952,-1.408132625,0,0,0,15,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-54,stuZ4yabys,N,0,0,1,25,1.582336957,-1.410869565,-2.219021739,1,8.5,3.5,7.481818182,3,5,2.5,0.5
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-56,stuZf5hc3l,N,1,0,0,8,0.275078446,0.728424649,-0.419427512,0,0.333333333,0,10.77777778,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-58,stuZu7hfhw,N,1,0,0,13,-0.003292181,-1.241131079,2.358747242,0,0,0,15,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-6,stuZu7hfhw,N,1,0,0,10.66666667,-0.045133464,-1.069886376,-1.146197673,0,0,0,8.511111111,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-60,stuZe5mjun,N,0,0,1,25,1.907247161,-0.79783533,-1.941437959,1,16,10,14.73333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-61,stuZy5vvzo,N,1,0,0,8,-0.489344177,-0.353307787,-1.165641186,0,0,0,10.25,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-64,stuZz2vfqg,N,0,0,1,59,5.709031909,-1.065689593,-0.330177349,1,34,26,10.70588235,0,1,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-67,stuZx59mub,N,1,0,0,12,0.125586046,-0.210711518,0.94091945,0,0,0,16.28571429,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-68,stuZw5vc19,N,1,0,0,6,-0.249093533,7.798146456,6.939926927,0,0.5,0,6.461538462,0,0,1.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-70,stuZ6dkan1,N,0,0,0,6.333333333,-0.407319922,-0.363343249,-1.469696115,1,4.666666667,0.333333333,12.45714286,0.333333333,0.333333333,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-71,stuZnhvc86,N,0.5,0.5,0,5.5,-0.138324873,-0.821751458,-1.644743827,0.5,0.5,2.5,5.510416667,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-8,stuZe5mjun,N,0,0,0.666666667,3.333333333,-0.28874299,-0.257038127,-0.737791871,1,2,0.333333333,8.25,1,1,0.666666667,0
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-9,stuZy5vvzo,N,0.666666667,0,0,33.33333333,3.547253263,1.400692749,1.914333247,0.333333333,0.333333333,0.333333333,33.5,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-100,stuZlmtxee,N,1,0,1,12,-0.190196078,12.75232127,14.5882122,0,4,0,17.5,2,2,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-102,stuZqf7gvd,N,1,0,0,13,0.377145389,-0.824287489,-1.163047383,0,0,0,14,0,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-103,stuZtp0ofb,N,0.75,0,0.5,8.75,-0.235182397,-0.7887174,-0.44360952,0.25,1.5,0,15.14629121,1.25,1.25,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-104,stuZs5hpzl,N,1,0,0,5,-0.441632653,-0.78916922,-0.157401933,0,3,0,5,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-105,stuZkdgidj,N,0.666666667,0.333333333,0.666666667,6.666666667,-0.333293434,-1.110054571,-2.004424127,0.333333333,1.333333333,0.666666667,7.333333333,0.666666667,0.666666667,1.333333333,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-106,stuZkfw2fn,N,1,0,0.25,12,-0.240793475,-0.082736296,0.498833218,0,0.25,0,14.16666667,0,0,0.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-110,stuZ7qe7sr,N,1,0,0.25,3,-0.337031538,0.111562782,1.245061744,0,0.75,0,8.092857143,0.5,0.5,1.75,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-111,stuZsh0xad,N,1,0,0,3.666666667,-0.380161273,-0.110428051,-0.766616175,0,0.333333333,0,5.203030303,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-13,stuZkdgidj,N,1,0,0.5,3.75,-0.625887866,-1.650630608,-2.405058341,0,1.25,0,4.85,0,0.5,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-14,stuZkfw2fn,N,1,0,0,15,0.270536621,1.4839298,2.786238259,0,0,0,15,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-17,stuZvizcv6,N,1,0,0,28,0.867610954,-0.335007685,-1.664104494,0,0,0,25.75,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-18,stuZ7qe7sr,N,0.5,0,0.5,14.5,-0.069659632,-0.308920274,-0.808223737,0.5,1,0.5,11.33333333,0.5,0.5,0.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-19,stuZsh0xad,N,0.666666667,0,0.333333333,4.333333333,-0.256603907,-0.2978866,-0.614944771,0.333333333,0.666666667,0.333333333,7,0.333333333,0.333333333,0.666666667,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-21,stuZocjg15,N,1,0,0,11,-0.152770585,0.123297705,-1.036394866,0,0,0,19.5,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-22,stuZdelokc,N,0,1,0,12,0.306490124,2.927156794,1.607672535,1,1,1,5.75,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-24,stuZ69b5pz,N,0,0,0,31,1.259278439,0.087501492,1.699295691,1,1,1,15,0,0,4,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-27,stuZc3wba9,N,0.5,0,0.5,22,-0.427294028,-1.676630984,-1.420444804,0.5,2,0,24.9,1.5,1.5,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-29,stuZo1so4d,N,1,0,0.666666667,5.666666667,-0.324454474,3.389183239,11.21761445,0,0.666666667,0,5.666666667,0.666666667,0.666666667,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-31,stuZlmtxee,N,0,0,0.5,7,0.120365076,1.065904978,0.754957694,1,1.5,1,8.125,0.5,0.5,2.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-32,stuZluy8fm,N,1,0,0.333333333,7,-0.20014376,0.093937838,-0.377846269,0,0,0,7.333333333,0.333333333,0.333333333,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-33,stuZqf7gvd,N,1,0,0,13,0,-1.327493222,-0.441565643,0,0,0,23.33333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-34,stuZtp0ofb,N,1,0,0.25,11,-0.206221638,-1.37519603,-2.213894845,0,0.5,0,10.5,0,0.5,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-35,stuZs5hpzl,N,1,0,0,12,0.186772348,-0.797543861,-1.583835547,0,0,0,12,0,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-36,stuZkdgidj,N,1,0,0,4,-0.361702128,0.83931546,-0.909098532,0,0,0,48.5,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-37,stuZkfw2fn,N,1,0,0,40,2.258836731,0,-0.905800958,0,0,0,40,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-38,stuZwuemo0,N,0,0,0,5,-0.252124646,3.128346132,7.19364562,1,1,1,5,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-39,stuZfmanf0,N,0.333333333,0,0.666666667,17.66666667,-0.513041501,-0.102672312,0.116606758,0.666666667,1.666666667,0,17.05555556,1,1,0.333333333,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-4,stuZc3wba9,N,0.25,0,0.25,14.75,1.342223699,-0.635234015,-1.204926961,0.75,1,1,7.916666667,0.25,0.25,0.75,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-40,stuZvizcv6,N,0,1,1,9,0.641362331,-0.222951594,-0.424570325,1,5,1,9,1,1,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-41,stuZ7qe7sr,N,1,0,0,6.25,-0.337641236,-0.337387601,-0.189462101,0,0,0,7.983333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-42,stuZsh0xad,N,1,0,0,10.5,-0.010482305,0.336152578,0.034572862,0,0,0,8.875,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-44,stuZocjg15,N,0.333333333,0,0,8.333333333,-0.15121062,-0.215713089,-0.232277748,0.666666667,0.666666667,0.666666667,21.83333333,0,0,0.666666667,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-46,stuZld7cnv,N,0.5,0,0.5,16,0.19727322,4.578708633,6.659901103,0.5,1.5,0.5,16.25,1,1,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-48,stuZd2qlst,N,0,0,1,5,-0.49324547,-1.124348164,-0.730273595,1,5,1,5.886666667,2.8,3.8,2.8,0.4
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-49,stuZ4epbt4,N,0.5,0.5,0,8,-0.288821084,-0.442203001,-0.810908718,0.5,0.5,0.5,5.25,0,0,1.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-5,stuZugulvw,N,1,0,0.666666667,6.333333333,-0.41967242,-0.965150534,-1.848492553,0,0.666666667,0,6.666666667,0.333333333,0.666666667,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-50,stuZc3wba9,N,1,0,0,7,-0.430452675,0.268149814,-0.7254954,0,0,0,15.5,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-52,stuZo1so4d,N,1,0,0,6.5,-0.156317009,0.028936592,0.080079319,0,0,0,7.25,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-53,stuZ7ftk3h,N,1,0,0.5,12.5,0.312619048,0.550030073,-0.144312076,0,0.5,0,10.75,0.5,0.5,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-54,stuZlmtxee,N,0,0,1,12,-0.269662921,-0.045597073,1.330295981,1,3,4,26,2,2,3,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-55,stuZluy8fm,N,1,0,0,12.5,-0.032264596,-0.82299768,-0.344261974,0,0,0,22.41666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-56,stuZqf7gvd,N,1,0,0,12.5,0.214452214,-0.225358852,-0.225358852,0,0,0,14.85,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-57,stuZtp0ofb,N,0.5,0.5,0,16,0.070004649,0.247222362,-0.587556818,0.5,0.5,0.5,13.75,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-58,stuZs5hpzl,N,0,0,1,5.142857143,-0.313122924,-1.434559221,-2.380282778,1,32,16.42857143,6.556761509,3,5,3.714285714,1
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-59,stuZkdgidj,N,1,0,0,10.5,-0.117204377,0.191068279,-1.064441925,0,1,0,15.61904762,0,0,1.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-6,stuZo1so4d,N,0,0,1,17.5,0.616275355,7.802872468,10.40743441,1,3.5,0,15.25,2.5,2.5,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-60,stuZkfw2fn,N,0.5,0,0,12.5,-0.121894567,0,1.312138693,0.5,0.5,0.5,14.45,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-62,stuZfmanf0,N,0,0,1,3.5,-0.496822607,3.541306111,3.712567035,1,4.5,0,3.267857143,3,3.5,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-67,stuZocjg15,N,0,0,1,13,0.39048913,-2.10611413,-2.814945652,1,6.5,2,10.75,3,5,2.5,0.5
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-68,stuZdelokc,N,1,0,0.5,19,0.514970592,1.749977365,2.305193563,0,1,0,17.08333333,0,0.5,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-7,stuZ7ftk3h,N,1,0,0,6,-0.027777778,1.667401439,1.90420872,0,0,0,7.666666667,0,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-71,stuZd2qlst,N,0.666666667,0,0,6.333333333,-0.035410204,0.86073724,0.599174102,0.333333333,0.333333333,1,2.222222222,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-73,stuZc3wba9,N,1,0,0,12,0.003305573,0.607971409,0.931813052,0,0,0,11.5,0,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-74,stuZugulvw,N,0.5,0,0.5,9,-0.082530903,0.797767706,0.684197034,0.5,1,1,16.16666667,0.5,0.5,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-75,stuZo1so4d,N,0,0,0,40,0.227953411,2.215330851,0.685581486,1,1,1,40,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-77,stuZlmtxee,N,0,0,1,29,1.900490011,-0.040650399,0.505219226,1,2,6,9.916666667,0,1,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-78,stuZluy8fm,N,1,0,0,7.333333333,-0.302953703,-0.655902218,-1.932439559,0,0,0,12.88888889,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-8,stuZlmtxee,N,0.5,0.5,0.5,35.5,4.990972507,1.613489828,3.304429934,0.5,1,0.5,35.5,0.5,0.5,0.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-80,stuZtp0ofb,N,0,0,1,6.5,-0.223300971,0.296197411,0.213806107,1,2.5,2.5,13.6,1.5,1.5,4,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-81,stuZs5hpzl,N,1,0,0,9,-0.418706981,-0.943935831,-0.907329935,0,1.2,0,8.076666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-82,stuZkdgidj,N,1,0,0.75,4.75,-0.338481742,-1.316250218,-2.449806462,0,0,0,4.124358974,0.75,0.75,0.25,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-83,stuZkfw2fn,N,0.5,0.5,0.5,6.5,-0.302040816,2.921460682,4.925235069,0.5,1,0.5,5.05,0.5,0.5,1.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-85,stuZfmanf0,N,1,0,0,26,0.14084507,3.45257328,3.47071301,0,0,0,39.66666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-86,stuZvizcv6,N,0,0,0,18,0.197333872,2.435967933,0.687553942,1,3,0,12.5,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-87,stuZ7qe7sr,N,0,0.5,0,9.5,0.062037037,0.224798543,0.003041221,1,1,2.5,13.625,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-88,stuZsh0xad,N,1,0,0,43,0.325800377,-2.279271052,-3.714551183,0,0,0,37.75,0,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-89,stuZtlf5qy,N,0,0,1,10.75,-0.019033867,-1.058939354,-1.117878708,1,10.5,3.25,11.68502331,3,5,3.5,1
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-9,stuZluy8fm,N,1,0,0.5,10,0.796788816,-1.235886396,-2.2794421,0,0.5,0,10,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-90,stuZocjg15,N,1,0,0,24.5,1.715728074,11.68825454,11.51683584,0,0,0,37.08333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-93,stuZ69b5pz,N,0.25,0,1,16,0.356273686,0.626872814,2.054407296,0.75,4.25,0,15.56780303,1.5,1.5,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-94,stuZd2qlst,N,0.5,0,1,7,-0.223360656,1.485860392,1.711987961,0.5,3,0,12.14285714,2.5,2.5,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-95,stuZ4epbt4,N,0.5,0,0,10,-0.267294114,-0.97314134,-2.174213906,0.5,2,1,7.577922078,0,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-96,stuZc3wba9,N,0.5,0.5,0,26,-0.311601916,-0.789108856,-1.442246663,0.5,0.5,0.5,21.25,0,0,0.5,0
