Row,lesson,namea,prod,cell,right,bug,help,choice,string,number,point,pknow-1,Pknow-2,pchange,time,timeSDnormed,timelast3SDnormed,timelast5SDnormed,notright,howmanywrong-up,helppct-up,wrongpct-up,timeperact-up,Prev3Count-up,Prev5Count-up,recent8help, recent5wrong,manywrong-up,asymptoteA-up,asymptoteB-up,Coder,Unique-id
7063,CTA1Z12ZT,stuZ77be0l,Skill115,R5C1,1,0,0,0,0,0,0,0.999999987,0.999999987,0,10,-0.210416012,-0.379233664,6.425407102,0,8,0,0,8.551724138,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-79
7112,CTA1Z12ZRAH,stuZ7ftk3h,Skill24,N325021xstrategic,1,0,0,0,0,0,0,0.988464307,0.988464307,0,6,-0.027777778,1.667401439,1.90420872,0,0,0,0,7.666666667,0,0,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-7
7143,CTA1Z12ZRAH,stuZ7ftk3h,Skill84,Series1AddCurve,1,0,0,0,0,0,0,-1.0,0.198773657,1,9,-0.107142857,0.480233574,-0.414979014,0,1,0,0,9.0,1,1,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-53
7144,CTA1Z12ZRAH,stuZ7ftk3h,Skill84,Series2AddCurve,1,0,0,0,0,0,0,0.888286674,0.888286674,0,16,0.732380952,0.619826573,0.126354862,0,0,0,0,12.5,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-53
7184,CTA1Z12ZRAH,stuZ7ftk3h,Skill102,yMax,1,0,0,0,0,0,0,-1.0,0.904484231,1,15,0.171746353,-0.460245159,0.268690079,0,1,0,0,14.42857143,1,1,0,3,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-99
7225,CTA1Z12ZRAH,stuZ7ftk3h,Skill102,yMax,1,0,0,0,0,0,0,0.999089596,0.999089596,0,15,0.171746353,-0.005890825,0.75957672,0,1,0,0,14.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-7
7226,CTA1Z12ZRAH,stuZ7ftk3h,Skill104,yScale,1,0,0,0,0,0,0,0.999990623,0.999990623,0,3,-0.510630073,0.102342524,1.8683055,0,0,0,0,5.833333333,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-7
7257,CTA1Z12ZRAH,stuZ7ftk3h,Skill115,R5C1,0,0,0,0,0,0,0,-1.0,0.999455657,1,8,-0.29628559,0.072987426,-0.275906923,1,3,0,0,12.8,2,2,0,4,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-29
7258,CTA1Z12ZRAH,stuZ7ftk3h,Skill151,R5C2,0,1,0,0,0,0,0,0.206073547,0.206073547,0,16,0.303481586,0.049429108,0.049429108,1,2,0,3,12.33333333,0,0,0,4,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-29
7290,CTA1Z12ZRAH,stuZ7ftk3h,Skill124,Series2Label,1,0,0,0,0,0,0,0.999999856,0.999999856,0,5,-0.572839506,0.024855679,1.550576476,0,0,0,0,18.22222222,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-73
7291,CTA1Z12ZRAH,stuZ7ftk3h,Skill84,Series1AddCurve,1,0,0,0,0,0,0,0.999990623,0.999990623,0,15,0.428571429,-0.037353754,1.527850348,0,2,0,0,10.14285714,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-73
7313,CTA1Z12ZRAH,stuZ7ftk3h,Skill98,R5C3,1,0,0,0,0,0,0,0.999999992,0.999999992,0,0,-0.838345865,-0.234985999,0.488560306,0,1,0,0,5.75,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-95
7314,CTA1Z12ZRAH,stuZ7ftk3h,Skill108,R5C1,1,0,0,0,0,0,0,1.0,1.0,0,0,-0.92180951,-0.237468097,-0.761585232,0,3,0,0,13.2,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-95
7315,CTA1Z12ZRAH,stuZ7ftk3h,Skill108,R6C2,1,0,0,0,0,0,0,1.0,1.0,0,15,1.381965121,-0.22986759,-1.995141374,0,0,0,0,13.3125,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-95
7448,CTA1Z12ZRAH,stuZ7ftk3h,Skill149,R3C2,1,0,0,0,0,0,0,1.0,1.0,0,3,-0.835833433,9.091105945,8.451214646,0,2,0,0,18.41176471,0,0,0,0,0,0,0,jkalka,jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-61
7449,CTA1Z12ZRAH,stuZ7ftk3h,Skill149,R3C3,1,0,0,0,0,0,0,1.0,1.0,0,11,-0.05266964,7.797494734,7.308685748,0,0,0,0,18.0,0,0,0,0,0,0,0,jkalka,jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-61
7450,CTA1Z12ZRAH,stuZ7ftk3h,Skill1,N13x14xstrategic,0,0,0,0,0,0,0,0.999870343,0.999870343,0,68,3.181818182,8.680424717,8.202602872,1,1,0,9,11.80952381,0,0,0,0,0,0,0,jkalka,jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-61
7479,CTA1Z12ZRAH,stuZ7ftk3h,Skill102,xMax,1,0,0,0,0,0,0,1.0,1.0,0,15,0.33578367,-1.233480441,-1.851900041,0,4,0,0,17.18518519,0,0,0,1,0,0,0,jkalka,jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-83
7480,CTA1Z12ZRAH,stuZ7ftk3h,Skill140,xScale,1,0,0,0,0,0,0,0.999899152,0.999899152,0,5,-0.325170068,-0.671160774,-0.705439431,0,0,0,0,4.857142857,0,0,0,1,0,0,0,jkalka,jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_09:26:35-83
7499,CTA1Z12ZT,stuZ7pe2qa,Skill128,R2C2,1,0,0,0,0,0,0,-1.0,0.206073547,1,5,-0.368,1.259536483,0.537516241,0,1,0,0,13.6,0,1,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-4
7500,CTA1Z12ZT,stuZ7pe2qa,Skill128,R2C3,1,0,0,0,0,0,0,-1.0,0.206073547,1,3,-0.2791381,0.258471967,0.432182908,0,1,0,0,11.83333333,0,1,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-4
7501,CTA1Z12ZT,stuZ7pe2qa,Skill149,R3C2,1,0,0,0,0,0,0,0.888286674,0.888286674,0,22,0.475896366,0.161848225,0.612398383,0,0,0,0,22.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-4
7520,CTA1Z12ZT,stuZ7pe2qa,Skill104,xScale,1,0,0,0,0,0,0,0.888286674,0.888286674,0,6,-0.167079822,1.568498252,2.782221151,0,0,0,0,6.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-23
7521,CTA1Z12ZT,stuZ7pe2qa,Skill104,xScale,1,0,0,0,0,0,0,-1.0,0.888286674,1,7,-0.048091225,1.236459414,2.174614307,0,0,0,0,6.5,1,1,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-23
7566,CTA1Z12ZT,stuZ7pe2qa,Skill84,Series1AddCurve,1,0,0,0,0,0,0,0.998916343,0.998916343,0,7,-0.223360656,0.649880212,0.41300078,0,0,0,0,11.66666667,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-61
7567,CTA1Z12ZT,stuZ7pe2qa,Skill84,Series2AddCurve,1,0,0,0,0,0,0,0.999899152,0.999899152,0,7,-0.199325274,1.322771594,0.176874167,0,0,0,0,10.5,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-61
7586,CTA1Z12ZT,stuZ7pe2qa,Skill136,R1C3,1,0,0,0,0,0,0,0.999990623,0.999990623,0,18,0.341446573,0.67693215,12.71890787,0,0,0,0,21.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-80
7616,CTA1Z12ZT,stuZ7pe2qa,Skill102,yMin,0,0,0,0,0,0,0,0.999736447,0.999736447,0,9,-0.274376417,0.03659432,-0.185922928,1,1,0,5,20.42857143,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-4
7617,CTA1Z12ZT,stuZ7pe2qa,Skill102,yMin,0,0,0,0,0,0,0,-1.0,0.999736447,1,14,0.088435374,0.119351351,-0.23693869,1,2,0,6,20.0,1,1,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-4
7673,CTA1Z12ZT,stuZ7pe2qa,Skill24,N25x6001strategic,1,0,0,0,0,0,0,0.999999919,0.999999919,0,7,0.153846154,3.541895136,1.819445022,0,0,0,0,6.0,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-44
7674,CTA1Z12ZT,stuZ7pe2qa,Skill115,R6C1,1,0,0,0,0,0,0,0.999999919,0.999999919,0,10,0.179128673,1.120282898,2.871600241,0,0,0,0,6.285714286,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-44
7713,CTA1Z12ZT,stuZ7pe2qa,Skill115,R6C1,0,1,0,0,0,0,0,0.999999977,0.999999977,0,18,1.036676798,1.673914785,1.162561211,1,1,0,1,8.222222222,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-64
7746,CTA1Z12ZT,stuZ7pe2qa,Skill133,Intersection1X,1,0,0,0,0,0,0,0.999999977,0.999999977,0,6,-0.456230284,2.23156297,3.642371643,0,21,0,0,10.46428571,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-104
7747,CTA1Z12ZT,stuZ7pe2qa,Skill133,Intersection1Y,1,0,0,0,0,0,0,0.999999998,0.999999998,0,9,-0.006793478,2.05442319,2.263716036,0,0,0,0,10.4137931,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-104
7748,CTA1Z12ZT,stuZ7pe2qa,Skill1,DoneButtonGoalNode,0,0,0,0,0,0,0,0.801480868,0.801480868,0,3,-0.25778781,1.198959847,1.768539208,1,2,0,4,14.09090909,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-104
7749,CTA1Z12ZT,stuZ7pe2qa,Skill119,YLabel,1,0,0,0,0,0,0,0.999990623,0.999990623,0,7,-0.357133448,-0.720811573,1.789841902,0,0,0,0,6.6,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-104
7842,CTA1Z12ZT,stuZ7qe7sr,Skill1,Series1Label,0,0,0,0,0,0,0,0.28609832,0.28609832,0,12,-0.21971453,-0.28260292,-0.83503952,1,1,0,1,5.666666667,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-18
7843,CTA1Z12ZT,stuZ7qe7sr,Skill124,Series1Label,1,0,0,0,0,0,0,-1.0,0.28609832,1,17,0.080395267,-0.335237628,-0.781407953,0,1,0,0,17.0,1,1,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-18
7863,CTA1Z12ZT,stuZ7qe7sr,Skill128,R2C2,1,0,0,0,0,0,0,0.999990623,0.999990623,0,4,-0.473333333,0.742429149,0.320202157,0,0,0,0,4.6,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-41
7864,CTA1Z12ZT,stuZ7qe7sr,Skill128,R2C3,1,0,0,0,0,0,0,0.999999128,0.999999128,0,2,-0.459353575,0.104000913,0.104656634,0,0,0,0,4.166666667,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-41
7865,CTA1Z12ZT,stuZ7qe7sr,Skill146,R3C1,1,0,0,0,0,0,0,0.988464307,0.988464307,0,1,-0.637096774,-0.626196785,-0.19025776,0,0,0,0,2.5,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-41
7866,CTA1Z12ZT,stuZ7qe7sr,Skill149,R3C2,1,0,0,0,0,0,0,0.998916343,0.998916343,0,18,0.219218737,-1.569783682,-0.992449437,0,0,0,0,20.66666667,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-41
7931,CTA1Z12ZT,stuZ7qe7sr,Skill41,x60strategic,0,1,0,0,0,0,0,0.28609832,0.28609832,0,10,0.324074074,-0.384937238,0.439330544,1,1,0,1,10.0,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-87
7932,CTA1Z12ZT,stuZ7qe7sr,VALUE,x360strategic,0,0,0,0,0,0,0,0.206073547,0.206073547,0,9,-0.2,0.834534325,-0.433248102,1,1,0,4,17.25,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-87
7957,CTA1Z12ZT,stuZ7qe7sr,Skill136,R1C2,1,0,0,0,0,0,0,-1.0,0.999990623,1,0,-0.941745255,1.268520473,2.390433591,0,3,0,0,9.142857143,2,2,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-110
7958,CTA1Z12ZT,stuZ7qe7sr,Skill144,R2C3,1,0,0,0,0,0,0,0.999990623,0.999990623,0,13,1.52301665,-1.003414588,1.149817004,0,0,0,0,11.8,0,0,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-110
7959,CTA1Z12ZT,stuZ7qe7sr,Skill136,R1C3,1,0,0,0,0,0,0,0.999999128,0.999999128,0,0,-0.929397549,0.529271395,1.849791868,0,0,0,0,8.0,0,0,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-110
7960,CTA1Z12ZT,stuZ7qe7sr,Skill128,R2C1,1,0,0,0,0,0,0,0.999999919,0.999999919,0,-1,-1.0,-0.348126153,-0.409795486,0,0,0,0,3.428571429,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-110
8006,CTA1Z12ZT,stuZ7qe7sr,Skill84,Series1AddCurve,1,0,0,0,0,0,0,-1.0,0.999999128,1,6,-0.320440574,0.196499828,0.627006602,0,1,0,0,10.14285714,1,1,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-17
8007,CTA1Z12ZT,stuZ7qe7sr,Skill84,Series2AddCurve,1,0,0,0,0,0,0,0.999999919,0.999999919,0,13,0.40118077,-0.144314053,-0.082294985,0,0,0,0,10.5,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-17
8029,CTA1Z12ZT,stuZ7qe7sr,Skill24,N25x6001strategic,1,0,0,0,0,0,0,0.999999919,0.999999919,0,6,0.009615385,0.260483894,-0.991801908,0,0,0,0,8.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-39
8030,CTA1Z12ZT,stuZ7qe7sr,Skill115,R6C1,1,0,0,0,0,0,0,0.999999769,0.999999769,0,12,0.393515704,1.094240328,-0.628209786,0,0,0,0,10.6,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-39
8064,CTA1Z12ZT,stuZ7qe7sr,Skill108,R4C2,1,0,0,0,0,0,0,1.0,1.0,0,39,3.831427734,-0.536008154,-1.648910537,0,0,0,0,9.25,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-61
8093,CTA1Z12ZT,stuZ7qe7sr,Skill124,Series1Label,1,0,0,0,0,0,0,0.999999999,0.999999999,0,18,0.140417226,0.04840401,-0.650680159,0,2,0,0,14.90909091,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-83
8094,CTA1Z12ZT,stuZ7qe7sr,Skill124,Series2Label,1,0,0,0,0,0,0,1.0,1.0,0,6,-0.482817869,0.494390729,-0.194955476,0,0,0,0,14.16666667,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-83
8134,CTA1Z12ZT,stuZ7qe7sr,Skill66,x4866strategic,1,0,0,0,0,0,0,0.998916343,0.998916343,0,3,-0.794871795,-1.623467725,-1.153261875,0,0,0,0,7.75,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-105
8135,CTA1Z12ZT,stuZ7qe7sr,Skill95,R6C1,1,0,0,0,0,0,0,0.999899152,0.999899152,0,6,-0.24964539,-1.805396907,-2.187570289,0,0,0,0,4.5,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-105
8136,CTA1Z12ZT,stuZ7qe7sr,Skill101,R6C2,1,0,0,0,0,0,0,1.0,1.0,0,0,-0.86248237,-1.314082402,-2.66798491,0,1,0,0,3.545454545,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-105
8137,CTA1Z12ZT,stuZ7qe7sr,Skill134,YLabel,0,0,0,0,0,0,0,0.28609832,0.28609832,0,17,0.446449743,-1.906999554,-2.917524667,1,3,0,1,17.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-105
8197,CTA1Z12ZT,stuZ7rnhoz,Skill115,R7C1,0,0,0,0,0,0,0,-1.0,0.227491469,1,5,-0.612942613,0.466743819,0.147384544,1,2,0,0,29.71428571,1,1,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-34
8198,CTA1Z12ZT,stuZ7rnhoz,Skill1,R7C1,0,0,0,0,0,0,0,-1.0,0.28609832,1,30,0.9997965,0.716283576,-0.5030377,1,3,0,0,7.833333333,2,2,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-34
8260,CTA1Z12ZT,stuZ7rnhoz,Skill1,Series1Label,0,0,0,0,0,0,0,-1.0,0.195165458,1,4,-0.699890204,-0.014731861,1.804635926,1,2,0,6,28.875,1,1,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-56
8306,CTA1Z12ZT,stuZ7rnhoz,Skill128,R2C2,1,0,0,0,0,0,0,0.999933053,0.999933053,0,3,-0.578666667,1.096205041,3.627726675,0,2,0,0,6.647058824,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-116
8307,CTA1Z12ZT,stuZ7rnhoz,Skill128,R2C3,1,0,0,0,0,0,0,0.999993775,0.999993775,0,2,-0.459353575,-0.46312296,2.935741724,0,0,0,0,6.388888889,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-116
8308,CTA1Z12ZT,stuZ7rnhoz,Skill146,R3C1,1,0,0,0,0,0,0,0.998916343,0.998916343,0,3,-0.274193548,-1.33452556,0.0581848,0,0,0,0,9.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-116
8309,CTA1Z12ZT,stuZ7rnhoz,Skill149,R3C2,1,0,0,0,0,0,0,0.999990623,0.999990623,0,19,0.283388145,-1.31221379,-1.196670083,0,0,0,0,36.2,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_12:12:57-116
8325,CTA1Z12ZT,stuZ7rnhoz,VALUE,N3000120S4000160Sstrategic,0,0,0,0,0,0,0,-1.0,0.28609832,1,36,-0.114832536,0.432552367,1.928015511,1,3,0,2,46.0,2,2,0,2,0,0,0,jkalka,jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-1
8356,CTA1Z12ZT,stuZ7rnhoz,Skill136,R1C3,1,0,0,0,0,0,0,0.999999992,0.999999992,0,13,-0.011565683,1.960272366,3.166580553,0,0,0,0,26.875,0,0,0,1,0,0,0,jkalka,jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-21
8379,CTA1Z12ZT,stuZ7rnhoz,Skill115,R5C1,0,0,0,0,0,0,0,-1.0,0.999142105,1,6,-0.497537462,1.942083957,2.510742374,1,2,0,11,39.68421053,1,1,0,1,0,0,0,jkalka,jkalka-close_loop_algebra-ins_iellyr-04.01.2011_at_12:16:37-41
8397,CTA1Z12ZT,stuZ7rnhoz,Skill1,R5C1,0,0,0,0,0,0,0,-1.0,0.249357475,1,13,0.004925076,9.867736275,8.190284098,1,7,0,0,23.12903226,2,2,0,1,0,0,0,jkalka,jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-1
8410,CTA1Z12ZT,stuZ7rnhoz,Skill116,R6C1,0,0,0,0,0,0,0,-1.0,0.227491469,1,56,5.110030395,-0.979702803,-0.514251942,1,8,0,4,17.5,2,4,0,0,0,0,0,jkalka,jkalka-cog_tutor_ryans_study-ins_iellyr-04.04.2011_at_12:11:57-18
8507,CTA1Z12ZT,stuZ9idg5l,Skill122,XLabel,1,0,0,0,0,0,0,0.988464307,0.988464307,0,5,-0.455009572,-0.679561423,-1.321173783,0,0,0,0,5.5,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-17
8508,CTA1Z12ZT,stuZ9idg5l,Skill119,YLabel,1,0,0,0,0,0,0,0.988464307,0.988464307,0,1,-0.839283362,-0.619970585,-1.294263566,0,0,0,0,2.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-17
8509,CTA1Z12ZT,stuZ9idg5l,Skill102,xMax,1,0,0,0,0,0,0,0.998916343,0.998916343,0,5,-0.519393669,-1.493618208,-1.973854357,0,0,0,0,6.333333333,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-17
8510,CTA1Z12ZT,stuZ9idg5l,Skill133,Intersection1X,1,0,0,0,0,0,0,0.998916343,0.998916343,0,6,-0.456230284,-1.813686604,-1.978647616,0,0,0,0,7.333333333,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-17
8511,CTA1Z12ZT,stuZ9idg5l,Skill133,Intersection1Y,1,0,0,0,0,0,0,0.999899152,0.999899152,0,1,-0.801358696,-1.814907315,-2.469242162,0,0,0,0,5.75,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-17
8512,CTA1Z12ZT,stuZ9idg5l,Skill1,DoneButtonGoalNode,0,0,0,0,0,0,0,0.735153049,0.735153049,0,3,-0.25778781,-1.776982649,-3.071275583,1,1,0,1,2.5,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-17
8578,CTA1Z12ZT,stuZ9idg5l,Skill144,R2C1,1,0,0,0,0,0,0,0.999899152,0.999899152,0,1,-0.799001519,-0.250758849,-1.609950408,0,0,0,0,10.75,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37
8579,CTA1Z12ZT,stuZ9idg5l,Skill146,R3C1,1,0,0,0,0,0,0,0.999899152,0.999899152,0,2,-0.455645161,-1.145268437,-1.489052983,0,0,0,0,2.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37
8580,CTA1Z12ZT,stuZ9idg5l,Skill136,R1C2,1,0,0,0,0,0,0,0.999999919,0.999999919,0,11,-0.300943058,-1.343125787,-1.50540553,0,0,0,0,11.42857143,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-37
8631,CTA1Z12ZT,stuZ9idg5l,Skill144,R2C1,1,0,0,0,0,0,0,0.999999919,0.999999919,0,4,-0.497503799,-0.27563265,-0.704170195,0,0,0,0,6.714285714,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-57
8632,CTA1Z12ZT,stuZ9idg5l,Skill146,R3C1,1,0,0,0,0,0,0,0.999990623,0.999990623,0,1,-0.637096774,-0.23609012,-0.677628381,0,0,0,0,1.8,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-57
8633,CTA1Z12ZT,stuZ9idg5l,Skill136,R1C2,1,0,0,0,0,0,0,0.999999999,0.999999999,0,21,0.281604393,-0.615399084,-1.410233223,0,0,0,0,12.11111111,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-57
8668,CTA1Z12ZT,stuZ9idg5l,Skill102,xMax,1,0,0,0,0,0,0,0.99999993,0.99999993,0,6,-0.439292614,-1.432985911,-1.797238277,0,4,0,0,6.647058824,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-77
8669,CTA1Z12ZT,stuZ9idg5l,Skill140,xScale,1,0,0,0,0,0,0,0.888286674,0.888286674,0,3,-0.524045612,-1.57286891,-2.207330071,0,0,0,0,3.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-77
8670,CTA1Z12ZT,stuZ9idg5l,Skill140,xScale,1,0,0,0,0,0,0,-1.0,0.888286674,1,1,-0.762022806,-1.64190495,-2.396324137,0,0,0,0,2.0,1,1,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-77
8671,CTA1Z12ZT,stuZ9idg5l,Skill140,xScale,1,0,0,0,0,0,0,-1.0,0.888286674,1,4,-0.405057015,-1.725361033,-2.858937329,0,0,0,0,2.666666667,2,2,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-77
8672,CTA1Z12ZT,stuZ9idg5l,Skill102,yMax,1,0,0,0,0,0,0,0.999999994,0.999999994,0,5,-0.589184474,-1.691125434,-2.808984772,0,2,0,0,6.555555556,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-77
8860,CTA1Z12ZRAH,stuZa66jjy,Skill104,xScale,1,0,0,0,0,0,0,0.998916343,0.998916343,0,3,-0.550113379,1.448145758,0.12492676,0,0,0,0,6.0,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-23
8861,CTA1Z12ZRAH,stuZa66jjy,Skill102,yMax,1,0,0,0,0,0,0,0.999899152,0.999899152,0,23,0.757619529,1.027885376,0.28476438,0,0,0,0,28.25,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-23
